,context,response,label,explanation
139,"A: 이번 여행 가서 가장 기대되는 건 뭐야?
B: 음식이지! 이탈리아에서 피자 먹고, 프랑스에서는 크루아상 먹을 생각만 해도 입맛이 살아나!
A: 그래? 그런데 집에 있는 피자는 어떻게 할 거야?
B: 아, 그거? 그냥 마트에서 샀던 거니까 여행 가기 전에 다 먹어버릴래.","A: 와우, 피자 대량소비하는 거 보면서 피자 제조업체 주식 사야겠다.",Sarcasm,"B가 여행을 가기 전에 마트에서 산 피자를 모두 먹겠다고 했는데, 실제로는 그렇게 많은 양의 피자를 다 먹을 수 없을 것이다. 이 상황을 비꼬아 말한다."
140,"A: 요즘 피부가 너무 건조하신 것 같아요. 
B: 네, 정말 건조해요. 아무리 물을 많이 마셔도 피부가 건조해져서 수분크림을 자주 바르고 있어요.
A: 수분크림 외에도 토너를 사용하시면 좋을 것 같아요.
B: 아, 그런데 제가 토너를 바르면 오히려 피부가 더 건조해져서요.",A: 그럼 건조함을 느끼실 때마다 핸드크림이나 수분크림을 더 바르시는 것도 방법이겠네요.,Non-Sarcasm,이 대화는 서로의 피부 상태에 대해 진지하게 의견을 나누고 서로의 경험을 토대로 정보를 주고받고 있어 비꼬거나 풍자하는 것이 아니다. 상대방의 피드백에 대해 진정하고 실질적인 조언을 하는 모습이 나타났다.
141,"A: 이번에 새로 산 침대 어떠세요? 
B: 아주 좋아요. 특히, 흰색 침대가 호텔 같아서 좋더군요.
A: 네, 그런 느낌을 주고 싶었습니다. 이불은 어떠세요?",B: 이불도 너무 푹신해서 잠들 때마다 너무 편안해요.,Non-Sarcasm,"이 대화에서는 서로의 의견에 대해 긍정적으로 반응하고 있으며, 각자의 느낌을 진솔하게 공유하고 있기 때문에 진지하고 직접적인 의사소통이다. 또한 비꼬거나 풍자하는 표현이 전혀 없어서 non-sarcasm이다."
142,"B: 점심 식사는 어떠셨나요?
A: 아, 오늘은 좀 아쉬웠습니다.
B: 어떤 부분이 아쉬웠나요?
A: 원래 돈가스를 먹으려고 했는데, 이미 다 팔려서 못 먹었습니다.",B: 그럼 다음에 더 맛있게 먹을 수 있겠네요.,Sarcasm,"원래 음식을 먹지 못한 것은 부정적인 상황이지만, 이를 긍정적으로 비꼬아 표현한다."
143,"A: 최근에 롤드컵 보셨어요?
B: 네, 물론이죠. 페이커 선수의 플레이가 좀 아쉽더군요.
A: 그래요? 저도 그렇게 생각했어요. 폼이 많이 떨어진 것 같더라고요.
B: 네, 그런데도 여전히 세계 최고의 선수로 알려져 있네요.",A: 그럴수록 우리나라의 E스포츠 인식을 높여주는 거겠죠.,Sarcasm,"페이커 선수의 현재 상태는 좋지 않음에도 불구하고 세계 최고의 선수로 알려져 있다는 B의 말에 대해 실제로는 부정적인 상황인데, 이를 긍정적인 방향으로 비꼬아 말한다."
144,"A: 일어 공부는 어떻게 돼가요?
B: 저, 일어 공부는 좀 어려워지고 있어요. 글자를 외우는 게 어려워서요.
A: 그래? 그럼 글자 외우는 건 어떻게 해?","B: 아니, 일단은 책 보면서 글자를 외우는 거죠. 그런데 외우기가 너무 어려워요.",Non-Sarcasm,"이 대화는 두 사람이 진지하게 일본어 공부에 대한 어려움을 공유하고 서로의 경험을 묻고 있기 때문에 비꼬지 않고 진솔한 의사소통으로 보인다. 또한, 감정이나 비판이 없는 모습이 드러난다."
145,"A: 두 번째 프로젝트는 어떻게 진행되고 있나요?
B: 그거요? 아직 완전히 공개할 수는 없지만, 새로운 제품을 개발 중이에요.
A: 그렇군요. 언제쯤 완성될 예정인가요?
B: 앞으로 6개월 정도 더 걸릴 것 같아요. 그때까지는 비밀로 유지해야 해서 말씀드리지 못하고 있어요.","A: 우와, 그렇게 비밀스러운 프로젝트라니, 기대되네요.",Non-Sarcasm,"이 대화는 서로의 진행 상황을 진지하게 묻고 응답하는 내용으로 구성되어 있어 비꼬거나 풍자하는 요소가 없었다. 또한, B가 프로젝트의 세부사항을 비밀로 유지하는 이유를 명확히 설명하고 A가 이에 대해 진심으로 기대감을 표현했기 때문이다."
146,"A: 오랜만에 영화관에 가고 싶네요.
B: 응. 코로나 때문에 그런 재미를 누릴 수가 없어서 너무 슬프다.
A: 팝콘도 먹고 싶어요.
B: 그거 진짜 맛있어. 집에서는 그 맛을 내기 힘들어.",A: 집에서 만든 팝콘이라면 정말 맛있겠어요.,Sarcasm,집에서 팝콘을 만들 수 있음에도 불구하고 영화관에서만 그 맛을 낼 수 있다는 것을 긍정적으로 비꼬아 말한다.
147,"B: 최근에 좋아하는 프로그램이 있으신가요?
A: 저는 음악 프로그램을 좋아합니다. 특히 '바라는 바다'와 '비긴 어게인'이요.
B: 그 두 프로그램 모두 음악가들이 실제로 거리에서 연주하는 모습을 보여주는 것이 특징인데, 그런 점이 매력적이신가요?
A: 네, 그렇습니다. 그리고 그런 프로그램을 보면서 유튜브 '이 퀴즈'도 좋아하게 되었습니다.",B: 유튜브 '이 퀴즈'에서도 좋은 노래를 듣고 계시나요?,Sarcasm,"이 퀴즈는 유튜브의 인기 채널과 그 채널의 운영자들에 대해 이야기하는 프로그램인데, 이 프로그램을 노래를 부르는 프로그램과 같은 맥락에서 좋아한다고 말하는 것은 약간 비논리적이다. 이를 비꼬아 묻는다."
148,"B: 족발과 막국수는 정말 잘 어울리는 조합입니다.
A: 네, 저도 그렇게 생각해요. 맛있게 먹고 있는데요, 혹시 족발을 어떻게 만드는지 아세요?
B: 제가 직접 만들어 본 적은 없지만, 일반적으로는 족발을 푹 삶은 후에 양념을 입혀서 만든다고 알고 있습니다.
A: 그런데 이게 사실 돼지의 발이라니, 처음에는 생각하기가 좀 그랬어요.","B: 아, 정말요? 돼지의 발이라니, 그걸 누가 먹겠어요?",Sarcasm,"돼지의 발을 먹는 것이 생각하기 어려웠다는 B의 말에, 실제로는 그것이 족발의 주 재료임을 알면서도 놀란 척하는 비꼬는 말을 한다."
149,"A: 내일 내 생일인데, 넌 어떤 선물 줄 생각이야?
B: 음... 너 좋아하는 거 어떤 거 있어?
A: 이런, 나 좋아하는 거도 몰라?",B: 그러게... 아마 네가 무슨 선물을 받고 싶어 하는지는 알아야 할 것 같은데.,Non-Sarcasm,"이 대화는 A가 자신의 생일 선물에 대해 기대하고 있으며, B는 A의 취향을 파악하려고 노력하는 진지한 대화이다. B가 A의 취향을 묻는 것은 순수한 관심을 나타내므로 비꼬는 것이 아니다."
150,"A: 요즘에 어떻게 지내시나요?
B: 그냥 보통입니다. 집안일이 좀 많아서 바쁜데요.
A: 무슨 일 때문에 바쁘신가요?
B: 빨래가 너무 많아서요. 빨래방을 알아보고 있습니다.",A: 빨래방 사장님이 당신을 정말로 좋아하실 것 같네요.,Non-Sarcasm,"A가 B의 바쁜 상황을 이해하고 공감하는 방식으로 대화를 이어가기 때문에 이 대화는 진지하고 직접적인 의사소통으로 보인다. B의 주제에 대해 A가 진지하게 반응했으며, 비꼬는 의도가 없는 자연스러운 대화가 이루어졌다."
151,"B: 서울에서 자전거를 이용하시는데 어려움이 있으셨나요?
A: 아니요, 따름이가 있어서 편하게 이용하고 있습니다.
B: 따름이의 어떤 기능을 가장 유용하게 사용하셨나요?
A: 따름이의 GPS 기능이 정말 편리합니다. 하지만 종종 위치정보가 정확하지 않아 조금 불편하기도 합니다.",B: 그럼 이제 더 재미있는 경로를 찾아볼 수 있겠네요.,Sarcasm,"B가 따름이의 GPS 기능을 유용하게 사용하고 있지만, 위치정보가 정확하지 않아 불편하다고 말했을 때, 실제로는 부정적인 상황인데 이를 긍정적으로 비꼬아 말한다."
152,"B: 지난번에 당신이 어릴 적 사진을 복구하려는 것에 대해 말씀드렸었나요?
A: 아, 네. 그 얘기를 들었어요. 성공하셨나요?
B: 네, 사진 복구는 잘 되었습니다. 그런데 이번에는 옛날 일기를 찾아보려고 하는데, 제가 글씨체가 너무 못 보겠어서요.
A: 글씨가 안 보이시는 건가요? 아니면 글씨체 자체가 이해가 안 가시는 건가요?
B: 둘 다인 것 같아요. 제가 쓴 글씨라고는 생각이 안 나네요.","A: 오호, 누군가의 비밀스러운 메모를 찾아내는 재미있는 모험이네요.",Non-Sarcasm,이 대화는 A가 B의 상황을 진지하게 이해하고 관심을 보이며 대화를 이어 나가므로 비꼬거나 풍자하는 방식이 아닌 진정한 의사소통으로 볼 수 있다. A는 B의 감정을 존중하며 긍정적인 반응을 보였기 때문에 non-sarcasm이다.
153,"A: 휴가 계획은 어떻게 세우셨나요?
B: 아직까지는 계획이 없습니다.
A: 저는 오랜만에 가족과 함께 해외여행을 계획하고 있습니다.",B: 정말요? 지금 세상이 이렇게 힘든 시기에 해외여행이라니 대단하시네요.,Non-Sarcasm,이 대화는 A가 긍정적인 휴가 계획을 공유하자 B가 그에 대해 진심으로 감탄하고 있는 모습이 나타나 있다. B의 반응은 비꼬는 것이 아니라 A의 계획을 존중하고 인정하는 의미로 해석된다.
154,"B: 최근의 미세먼지가 심해져서 걱정이네요. 
A: 그렇습니다. 우리는 어떻게 지구 환경을 보호할 수 있을까요?
B: 재활용하거나 에너지 절약하는 것이 중요하다고 생각합니다. 그리고 자연을 사랑하고 보호하는 마음도 필요하죠.
A: 저는 그런 마음을 갖기 위해 요즘 도서관에서 환경 보호에 관한 책을 읽고 있습니다.","B: 오, 그럼 당신 덕분에 지구가 구원받겠군요.",Sarcasm,실제로 환경을 위해 무언가를 하는 것이 아니라 책만 읽는다는 상대방의 행동을 진정으로 환경을 보호하고 있다는 것처럼 비꼬아 말한다.
155,"B: 이번 주에 TV에서 재밌는 프로그램 많이 나오던데, 보셨어요?
A: 아니요, 저희 집 애들 때문에 TV를 볼 틈이 없네요.
B: 그럼 이어폰을 사용해 보시는 건 어떨까요? 그러면 소리에 신경 쓸 필요가 없어질 거예요.
A: 그렇게 해봤는데, 애들이 더 신경 쓰여서 집중이 안 되더라고요.","B: 아, 그럼 이어폰을 쓰면서도 애들을 챙길 수 있다니 정말 멀티태스킹을 잘하시네요.",Sarcasm,상대방이 이어폰을 사용하면 집중이 잘되지 않는다는 것을 긍정적인 행동으로 비꼬아 말한다.
156,"B: 카레 좋아해?
A: 응, 나 인도 카레 좋아하는데.
B: 아, 인도 카레? 매운 건 괜찮아?
A: 아니야, 그게 문제야. 맵고 짜서 어쩔 줄 몰라.",B: 아 그럼 네가 가장 좋아하는 카레가 그런 맛이야? 정말 대단하네.,Sarcasm,"B가 인도 카레를 좋아하지만 맵고 짠맛을 잘 못 먹는다고 했을 때, 실제로는 부정적인 상황인데, 이를 긍정적으로 비꼬아 말한다."
157,"B: 아스트라제네카 백신과 화이자 백신 중 어느 것을 선택하셨나요?
A: 저는 화이자 백신을 맞았습니다. 아스트라제네카 백신보다 부작용이 적다고 들어서요.
B: 저는 아스트라제네카 백신을 선택했습니다. 2차 접종 후에 불편함이 없었나요?
A: 아뇨, 오히려 2차 접종 후에 더 심한 두통과 피로감을 느꼈습니다.","B: 아, 그러니까 정말 활력 넘치는 경험이셨겠군요.",Sarcasm,실제로는 불편함을 겪었지만 그것을 긍정적인 경험으로 비꼬아 말한다.
158,"B: 민트 맛 제품 좋아하시나요?
A: 아니요, 저는 민트 맛이 싫어요.
B: 그렇군요. 저는 민트 맛이 좋아서 민트 초콜릿이나 민트 음료를 자주 먹습니다.
A: 그래요? 저는 민트 맛이 너무 강해서 싫어요. 입안이 너무 시원해서요.","B: 아, 그 시원함이 바로 민트의 매력인데 정말 아쉽군요.",Non-Sarcasm,"이 대화는 상대방의 취향에 대해 진솔하게 의견을 나누고 있어 비꼬거나 풍자적이지 않고, 각자의 선호를 존중하며 직접적인 의사소통을 하고 있다. A와 B는 서로의 의견을 인정하면서 대화를 이어가고 있다."
159,"B: 내일 드디어 지원금 받는 날이야.
A: 오 그래? 어떻게 쓸 거야?
B: 예인이랑 같이 놀러 가려고 생각하고 있어.
A: 아니 그 녀석, 또 너한테 짜증 나게 할 거 아냐?","B: 아니야, 그럴 리가 없지. 나한테 웃음꽃 피우는데 재주가 있는 애야.",Non-Sarcasm,"이 대화는 상대방의 생각이나 계획에 대해 진지하게 질문하고 응답하는 모습으로 구성되어 있어 서로의 의견을 존중하며 소통하고 있다. 또한, B가 예인에 대해 긍정적인 평가를 하여 비꼬는 톤이 전혀 느껴지지 않는다."
160,"A: 이런, 비가 조금 내리네요. 
B: 그러게요. 요즘 날씨가 참 오락가락해요.
A: 맞아요. 그래도 하늘을 보니 구름이 많이 없어서 좋아요.
B: 하지만 미세먼지 상태가 안 좋아서, 실외 활동은 자제하는 것이 좋을 것 같아요.","A: 그럼, 마스크 없이 외출하는 게 최고의 스킨케어 방법이겠군요.",Non-Sarcasm,"이 대화는 A와 B가 날씨와 미세먼지에 대해 진지하게 의견을 나누고 있으며, A의 대답에서 비꼼이나 풍자의 요소가 전혀 보이지 않아서 non-sarcasm이다. A는 실외 활동에 대한 우려를 진지하게 언급한 후, 마스크의 필요성을 자연스럽게 연결지어 이야기했다."
161,"A: 좋은 아침입니다. 오늘 메뉴는 이미 정하셨나요?
B: 아직인데요, 제가 한식을 좋아해서 김치찜을 먹을까 생각 중입니다.
A: 그런데 매운 음식 잘 드시나요? 김치찜은 보통 매운 편이거든요.
B: 저는 매운 음식을 잘 못 먹어서... 근데 그래도 김치찜이 당겨서 한번 시도해 보려고요.","A: 매운 거 못 드시면서 김치찜이라니, 정말 용감하시군요.",Sarcasm,"B가 매운 음식을 잘 못 먹으면서도 김치찜을 먹겠다고 하니, 이를 비꼬아 상황에 부합하지 않는 말로 반응한다."
162,"B: 오늘 저녁은 뭐 먹을까?
A: 나도 그거 고민 중이야. 배달 시킬까 하는데.
B: 어떤 음식이 좋을까?
A: 난 이태리 요리가 당기는데.
B: 피자나 파스타 같은 거 말하는 거야?
A: 그럼! 근데 문제는 또 배달비가 만만치 않아.","B: 아니야, 배달비까지 내면 완벽한 이태리 레스토랑 분위기잖아.",Sarcasm,"배달비가 비싸다는 B의 말에 실제로는 부정적인 상황인데, 이 상황을 긍정적인 방향으로 비꼬아 말한다."
163,"B: 이번 주말에는 어떤 계획이 있으세요?
A: 돼지고기를 한 통 먹고 나서 헬스장 가려고.
B: 혹시 그래도 건강은 잘 관리하시나요? 
A: 응, 사실 최근에 혈압이 좋아졌다고 해서 병원 가려고.","B: 돼지고기 한 통 먹고 혈압이 좋아진다니, 세상에 이런 신기한 일이.",Sarcasm,돼지고기를 한 통 먹었음에도 불구하고 혈압이 좋아졌다는 B의 말에 비꼬아 답한다. 
164,"B: 치킨이 좋아하시나요?
A: 네, 저는 치킨을 매우 좋아합니다. 특히 튀김이 고소한 그런 치킨이요.
B: 어떤 브랜드의 치킨을 선호하시나요?
A: 제가 좋아하는 브랜드는 'AAQ'입니다. 그리고 그곳의 '황금올리브' 메뉴가 제일 좋아요.
B: 그 메뉴는 어떤 맛인가요?
A: 달달하면서도 살짝 매운맛이 나요. 그리고 튀김옷이 아주 바삭바삭해요.
B: 음료수는 어떤 것을 주로 드시나요?
A: 저는 사실 음료수를 별로 좋아하지 않아요. 대부분 물을 마셔요.","B: 오, 정말 건강을 생각하시네요.",Non-Sarcasm,"이 대화는 상대방의 질문에 대해 솔직하게 자신의 취향을 설명하고, 추가적인 질문에 대해 구체적으로 답변하는 방식으로 진행되었기 때문에 진지하고 직접적인 의사소통으로 판단했다. 비꼬는 발언이나 풍자적인 의미가 포함되어 있지 않다."
165,"A: 점심 뭐 먹었어?
B: 국수 먹다가 문제 생겨서 그만뒀어. 그래서 스벅 가서 케이크랑 커피 먹었어.
A: 왜 그만뒀어? 문제가 뭔데?
B: 국수에 싸이다 쏟아졌어. 그래서 집 와서 알리오 올리오 해먹었어.",A: 국수에 싸이다 버무려 먹으면 새로운 맛이 나겠네.,Sarcasm,식사 중에 음료를 쏟아 식사를 그만둔 상대방의 상황을 긍정적으로 변환하여 비꼬아 말한다.
166,"A: 안녕하세요. 혹시 집에서 반려동물 키우시나요?
B: 네, 저는 구피를 키우고 있습니다.
A: 아 그렇군요. 구피를 몇 마리나 키우고 계시나요?
B: 현재로서는 10마리 정도 키우고 있습니다.","A: 우와, 정말이에요? 수족관으로 나아가실 생각이신가요?",Sarcasm,상대방이 10마리의 구피를 키우고 있다는 사실을 놀라운 일로 포장해서 비꼬아 말한다.
167,"B: 헬스장 가는 건 어때요?
A: 네, 저는 가끔씩 가요. 달리기나 근력운동을 해요.
B: 달리기도 하시는군요. 숨쉬기 힘들지 않아요?
A: 숨 쉬는 것도 운동이에요. ","B: 아, 숨쉬기. 정말 힘들고 어려운 운동이에요.",Non-Sarcasm,"이 대화는 상대방이 헬스장과 운동에 대해 진지하게 질문하고, A가 긍정적으로 응답하며 숨쉬기 또한 운동이라며 진지하게 대화가 이어지기 때문에 non-sarcasm이다. 풍자나 비꼬는 요소가 전혀 없고, 서로의 의견을 존중하는 모습이 드러난다."
168,"A: 대탈출 이번 시즌 시작했다는 거 알아?
B: 아, 그런데 제가 요즘은 집에 TV가 없어서 방송을 못 보고 있어요.
A: 그럼 인터넷이나 스마트폰으로 보면 되지 않아?
B: 그것도 안돼요. 요즘 너무 바빠서 시간이 없어요.","A: 워, 너 정말 바쁜 사람이야!",Sarcasm,"상대방이 시간이 없어서 방송을 못 본다는 상황을 아쉬워하는 대신, 그것을 긍정적인 일로 바꿔 해석한다."
169,"A: 저희 아내가 포토북을 만들어 주셨는데요. 
B: 아, 그렇군요. 어떤 사진들이 들어있나요? 
A: 저희 가족이 함께 찍은 사진들이 주로 들어있습니다. 그런데 솔직히 좀 지저분해 보여요.",B: 그러면 아주 아름다운 추억의 덩어리를 갖게 되셨군요.,Sarcasm,"A의 말에 따르면 와이프가 만든 포토북이 지저분하다는 부정적인 평가를 했는데, 이를 긍정적으로 비꼬아 대답한다."
170,"B: 너 운동 잘하는 사람 좋아하나?
A: 응, 나 자기관리 잘하는 사람이 좋더라.
B: 그럼 너도 운동 좀 해야겠네?
A: 아니 나는 그냥 좋아하는 것뿐이지, 나 스스로 운동은 싫어.","B: 오호, 이거야말로 참 훌륭한 자기관리네.",Sarcasm,"B가 운동 잘하는 사람을 좋아하면서도 본인은 운동을 하지 않겠다고 했을 때, 그 상황을 비꼬아 말한다."
171,"A: 순댓국이 어떠셨습니까?
B: 맛있었습니다. 그런데 저는 내장을 좋아하지 않아서 빼고 먹었습니다.
A: 그렇군요. 그럼 내장을 다른 사람에게 주셨나요?
B: 아니요, 그냥 버렸습니다.",A: 음식을 아낌없이 즐기시는군요.,Sarcasm,"상대방이 내장을 버렸다는 것을 아쉬워하며, 실제로는 비효율적인 행동을 음식 낭비가 아닌 효율적인 행동으로 비꼬아 말한다."
172,"B: 야, 에타에 새로운 공지 올라왔다던데 봤어?
A: 응, 봤는데 내용이 잘 안 보여. 뭔가 문제 있는 거 같아.
B: 그럼 카톡 방에서 확인해 봤어?","A: 그것도 봤는데, 거기서도 안 나와.",Non-Sarcasm,"이 대화는 상대방의 질문에 대해 A가 명확하게 자신의 경험과 문제를 설명하고 있기 때문에 non-sarcasm이다. A는 상황에 대해 진지하게 논의하고 있으며, 비꼬는 말투가 전혀 없다."
173,"A: 저, 렌즈를 구매하려고 하는데 직구를 할지 국내에서 살지 고민이에요.
B: 아, 뭐가 문제인지요?
A: 렌즈가 직구로는 좀 더 저렴한데 배송비 때문에 결국 비슷해져 버려요.
B: 그럼 배송비를 고려하면 국내에서 구매하는 게 더 낫지 않나요?","A: 아니요, 결국 저렴하게 사는 거니까 좋아요.",Non-Sarcasm,"이 대화는 두 사람이 렌즈 구매에 대한 실질적인 정보를 나누고 있으며, 직접적인 질문과 답변을 통해 서로의 의견을 교환하고 있어 비꼬는 요소가 없다. A는 자신의 생각을 명확하게 표현하고 B는 그에 대한 피드백을 적절히 제공하고 있다."
174,"A: 어제 '위키드'라는 책 읽었어.
B: 그게 뭐야? 좋아?
A: 응, 읽을만해. 스토리도 흥미롭고.
B: 나도 읽어 볼까? 내가 볼만할까?
A: 글쎄... 너한테는 좀 어려울 수도 있어.","B: 아, 그래? 내가 이해하기에 너무 고급스러운 거지?",Sarcasm,"A는 B가 '위키드'를 이해하기 어렵다고 했는데, B는 그걸 자신의 능력에 대한 낮은 평가로 받아들인다. 그래서 반대로 자신의 지적 수준을 높이는 방식으로 반응한다."
175,"B: 아이돌 그룹 B의 해체 소식 들었어?
A: 응 들었어. 막판에 좀 갈등이 심했다던데.
B: 그룹 활동 중단하고 한 명이 탈퇴하니까 그룹 해체까지 가다니...
A: 맞아, 그리고 무대 의상도 경매에 올렸다던데.
B: 진짜? 팬들은 어떻게 반응했어?
A: 난리 났지. 뭐라는 사람들도 있고, 또 지원하는 사람들도 있어.","B: 응, 팬들이 알아서 잘 처리하겠지.",Sarcasm,팬들이 무대 의상 경매에 대해 혼란스러워하는 상황을 대충 알아서 처리할 것처럼 비꼬아 말한다.
176,"A: 요즘 AI가 대세라던데 너도 관심 있어?
B: 그럼, 근데 내가 AI를 완전히 이해하긴 힘들어.
A: 어려워? 아무래도 이론이나 개념들이 복잡해서 그런 건가?
B: 아니야, 그게 아니라 AI가 너무 똑똑해서 내가 따라갈 수 없어.","A: 오, 네 지능이 AI보다 낮다니, 대단하네.",Sarcasm,B의 말은 자신이 AI를 이해하지 못하는 것을 AI의 똑똑함으로 돌리고 있다. 이에 A는 B의 지적 수준을 비꼬아서 말한다.
177,"B: 첫 순대 국밥 맛은 어떠셨나요?
A: 사실 처음 먹어본 순대 국밥의 냄새와 맛이 너무 차이 나서 좀 당황스러웠습니다.
B: 그럼 순대 국밥은 별로였다는 말씀이시군요.
A: 아니요, 단지 처음에는 그 냄새와 맛의 차이에 약간의 격차가 있었을 뿐입니다.","B: 아, 그래서 그냥 냄새만 맡으면서 드셨겠군요.",Sarcasm,"A의 마지막 발언에 대해 B가 순대 국밥을 전혀 좋아하지 않는 것처럼 해석했으나, 실제로는 그것이 익숙하지 않았을 뿐임을 표현한다."
178,"B: 중국에 처음 가셨을 때 가장 놀라셨던 것이 무엇이었나요?
A: 사실 그때는 처음이라서 많은 것들이 다 신기하긴 했지만, 가장 기억에 남는 건 화장실이었어요.
B: 화장실이요? 그게 어떻게 기억에 남는다는 거죠?
A: 그곳의 화장실은 바닥에 구멍이 뚫린 형태라서요. 처음 보았을 때는 정말 충격적이었어요.","B: 아, 그럼 꽤나 특별한 경험을 하셨군요.",Non-Sarcasm,"이 대화는 A가 지나치게 놀라운 경험에 대해 솔직하게 설명하고 있으며, B도 그 점에 공감하며 이해하려고 하기 때문에 진지하고 직접적인 의사소통이다. 두 사람 모두 각자의 경험을 공유하고 서로의 반응을 진지하게 받아들이고 있다."
179,"A: 요즘 어떤 책을 읽고 계시나요?
B: 저는 시집을 좋아해서 주로 시집을 읽어요.
A: 그렇군요, 시집의 매력이 뭐라고 생각하세요?
B: 시는 감성과 생각을 한 줄로 압축하는 매력이 있어요. 그리고 각자의 해석에 따라 다양한 뜻을 가질 수 있죠.
A: 흥미롭군요, 추천해 주실만한 시집이 있나요?
B: 제가 최근에 읽은 '꽃을 보듯 너를 본다'를 추천드리고 싶네요. 이 시집은 사랑에 대해 아름답게 표현하고 있어요.","A: 정말, 또 다른 사랑에 대한 통찰을 얻게 되겠군요.",Sarcasm,"A는 B의 추천도서인 '꽃을 보듯 너를 본다'라는 시집이 사랑에 대해 아름답게 표현하고 있다는 것에 대해, 사실은 그런 내용의 책을 읽는 것이 싫지만 비꼬아서 반대로 좋다고 말한다."
180,"A: 이번 가을에 어떤 옷을 입을지 고민이신가요?
B: 네, 정말로요. 가을에 어울리는 코트나 재킷을 찾고 있어요.
A: 추천해드릴 만한 옷이 있습니다. 우선, 가볍게 입을 수 있는 니트와 청바지는 어떠신가요?
B: 아뇨, 제가 청바지를 별로 좋아하지 않아서요.","A: 아, 세계에서 청바지를 좋아하지 않는 유일한 사람을 만났군요.",Sarcasm,"청바지를 좋아하지 않는다는 B의 대답에 대해, 청바지를 사랑하는 사람들에게 비꼬아 말한다."
181,"A: 짬뽕 좋아하세요?
B: 네, 특히 로제 짬뽕이 좋아요.
A: 로제 짬뽕이요? 그게 무슨 맛인가요?
B: 그냥 토마토를 넣은 짬뽕이에요. 조금 달달하면서도 맵기가 있어요.
A: 그렇군요. 그럼 커피는 어떤 걸 좋아하시나요?
B: 저는 두유 라테를 선호합니다. 커피보다는 조금 더 부드럽게 느껴져서 좋아해요.","A: 아, 그렇군요. 진짜 독특한 입맛이시네요.",Non-Sarcasm,"이 대화는 상대방의 취향에 대한 질문과 대답이 오가는 통해 서로의 의견을 진지하게 나누고 있기 때문에 non-sarcasm이다. 또한, A가 B의 입맛을 긍정적으로 평가하며 진심어린 감탄을 표현했다."
182,"A: 저는 결혼을 하면서 가정을 이루는 것이 가장 큰 행복이라고 생각하십니까?
B: 그럼요, 결혼은 인생의 중요한 이정표이고, 그것을 통해 가정을 이루는 것은 큰 행복입니다.
A: 그럼에도 불구하고 저는 가끔 결혼과 가정생활에 대한 부담감을 느낄 때가 있습니다.
B: 그렇군요, 결혼이란 기쁨뿐만 아니라 부담과 책임도 함께 오는 것이죠.","A: 네, 정말 기대가 되네요.",Non-Sarcasm,"이 대화는 결혼과 가정생활에 대한 진지한 의견을 나누고 있으며, 서로의 감정과 생각을 이해하려는 모습이 드러나므로 non-sarcasm이라고 했다. 비꼬기나 풍자는 전혀 없이 진솔한 의사소통이 이루어지고 있다."
183,"B: 반려견을 새로 입양하셨다고 들었습니다. 이름이 뭐예요?
A: 응, 이름은 허니야. 근데 문제가 좀 있어.
B: 어떤 문제가 있으신가요?",A: 원래 키우던 반려견과 산책을 같이 시키기가 힘들어서 말이야.,Non-Sarcasm,"이 대화는 A가 반려견의 문제를 진지하게 설명하고 있기 때문에 비꼬는 요소가 없다. A는 상황에 대한 구체적인 고민을 나누고 있으며, 상대방의 질문에 성실히 답변하고 있다."
184,"B: 저번에 먹었던 미역국이 생각나네요.
A: 그 미역국 맛있었나요?
B: 네, 정말 맛있었습니다. 잘 끓였다는 느낌이었어요.
A: 저는 로제 떡볶이를 먹었는데 맛이 별로였어요.","B: 아, 로제 떡볶이를 그렇게 담백하게 만들 수 있을 줄은 몰랐어요.",Sarcasm,"로제 떡볶이가 맛이 없었다는 B의 말에 실제로는 부정적인 상황인데, 이 상황을 긍정적으로 비꼬아 말한다."
185,"A: 오늘 저녁에 뭐 먹고 싶어?
B: 나 매운 거 못 먹어서 슴슴한 계란찜 먹고 싶어.
A: 진짜? 나는 매운 거 먹는 게 좋던데.",B: 매운 거 못 먹으면서 괜히 고생하는 거보다 그냥 슴슴한 계란찜이 낫지.,Non-Sarcasm,이 대화는 B가 자신의 취향을 솔직하게 말하고 A의 매운 음식 선호와 대조되는 의견을 전달하기 때문에 non-sarcasm이다. B는 매운 음식을 피하는 이유를 진지하게 설명했기 때문에 비꼬는 느낌이 없다.
186,"A: 김장하느라 힘드셨겠어요.
B: 네, 김치를 많이 담가서 가족들에게 나눠줬어요.
A: 아침 식사로 김치를 먹으셨나요?
B: 아니요, 아침에는 토스트와 커피로 간단하게 먹었어요. 
A: 그럼 점심에는 새로 담근 김치를 먹으셨겠네요.
B: 아뇨, 점심에도 김치는 안 먹었어요.",A: 김장하느라 고생한 보람이 있겠네요.,Sarcasm,"A가 새로 담근 김치를 먹을 거라고 생각했는데, B가 아무리 김치를 많이 담갔어도 김치를 안 먹었다고 해서 비꼬는 말을 한다."
